English	Chinese	Yang 2015 #	Proto-Ngwi	Bradley 1979 #	*Proto-Ni (Lama 2012)	*Proto-Lolo-Burmese (Matisoff)	*Burmese-Ngwi (Li Yongsui 2010)	PTB (Matisoff 2002)	ProtoLalo (Yang 2015)	PN Tone	PN Initial order	PN Initial type	Hani-Longwei	Hani-Qiepu	Hani-Luchun 	Haoni	Lahu Na	Ghomozo	Kuansi 	Lavu	Talu	Xuzhang	W-Shanglizhuo	Yangliu	C-Leba	CE-Yong'an	E-Diaocao	E-Houshan	E-Taoshu	Eka	S-Mangdi	C-Qingsheng	SE- Gaoping	C-Chajiang	C-Qingyun	C-Longjie	W- Yilu	W-Shuizhuping	W-Dutian	C-Wachang	Lisu	Luquan Lisu	Tengchong Lisu	Weixi Lisu	Yongsheng Lisu	C-Lolo	E-Lolo	Jinggu Limi	Limi	Lipo	Maang	Mondzi	Mongi	Alo	Kopo (Gepo)	Naso	Nasu	Luowu Nisu	Nipu	Nersu	Nise	Laowu Nisu	Noso	Narsu	Neshu	Nesu	Lope (Awu) (Chen 2010)	Lope (Awu) (YYFC 1983)	N. Nisu	S. Nisu	Lidim	Nuosu (Huang & Dai 1992)	Nosu (Xide)	Sodi	Senza	Yino	Axi	Azhe	Sani	Azha [aza] Pelkey 2011	Sanni (Sanie)	Phola [ypg]	Phuza [ypz]	Southern Muji [ymc]	Hlepho Phowa [yhl]	Kazhuo	Lawu-Xinping Shuitang Jiuha	Toloza
thunder	雷	10	*ɡyan² & *ɡro²	327	*ku¹	trekH ~ ʔtrekH			a¹mo²go²	2	1	*b	m⁵⁵tɕi³¹	v̩⁴⁴tɕi³¹	ɔ³¹dʑi³¹	u³¹tʃɿ³¹	mu⁵³tɔ³¹	mɔ²²kɔ̠²¹	ʔn̩²¹ ɡɯ̠²¹ tʰua³³	ŋ̩²¹tʰɯ²¹	mu²¹tʰu²¹	a³⁵mv̩⁴¹gõ²¹	a⁵⁵mv̩²¹ɣo²¹	m̩²¹go²¹	ɑ⁵⁵n̩²¹di²¹	a⁵⁵ŋ̩̩²¹wei²¹	mə²¹gə²¹ti²¹	a⁵⁵n̩²¹gu²¹ti²¹	ŋ̩²¹gɤ̪²¹tɕi²¹	a³⁵tɨ²¹	ŋ̩²¹gu²¹	ɑ⁵⁵n̩²¹di²¹	a⁴⁴n̩²¹gɨ²¹	ɑ⁵⁵n̩²¹di²¹	a⁵⁵ŋ̩̩²¹ɣə²¹	a⁵⁵ŋ̩²¹wu²¹	an⁵³tsa̤²¹	a⁵⁵mv̩²¹ɣo²¹	m̩²¹gv̩²¹	ŋo²¹	mu³¹gu³¹					mɯ²¹kɨ⁵⁵	mɯ²¹gɯ²¹tɛ˞⁵⁵	a³³mu⁵⁵kɯ⁵⁵	a⁵⁵mu²¹gɨ²¹	a⁵⁵mɯ²¹li̱²¹	mə²¹ʐo³³mɯn⁴⁴	mo²¹thøi⁴⁴	mo⁴⁴tʰo⁴⁴	mu³³kɯ²¹	m̩²¹dɯ²¹	mu³³kɯ³³	mu³³kɯ²¹	mɯ³³kɯ²¹	mu³³tzɯ³³	mi³³tɕy³³	m̩³³kɯ³³	m ɯ³³ɡə²¹	mu³³kɯ³³	mu³³tɯ³³	mu³³tɯ²¹	mu³³tɯ²¹	mɯ³³kɯ³³	ʦæ˞³³			m̩³³tsi̱³³	mu³³tsɿ̠³³	mu³³ku³³	m̩³³tsi̱³³	m̩³³tsi̱³³	m̩²²tsi̱²²	mu²¹dɯ²¹	mu²¹ʂa̱²²	m̩²¹gɯ²¹		m̩²¹du²¹					m³¹kv̩⁵⁵		mu³³ku³³
rainbow	彩虹	11	*ʃi³	322					a¹mo²se¹ɣi¹daŋ¹				ã⁵⁵tʃhv³¹	a²²tsʰv̩³³la²¹tsʰv̩⁴⁴		xɯ⁵⁵tɯ⁵⁵lɯ⁵⁵mɔ³³	ᴀ³³mu⁵³lᴀ³¹si³⁵dzɔ³³	a⁵⁵me²¹ɕi⁵⁵kʷɛ˞³³	ʔu⁵⁵ ju²¹ sua⁵⁵ zɿ⁵⁵	ŋ̩²¹se³³vi³³da³³	my²¹se³³vi³³da³³	a³⁵mv̩⁴¹ʂɛ⁴⁴ɣɨ⁴⁴do³³	a⁵⁵mv̩²¹sɛ⁵⁵ɣɨ³³	ɣɨ⁴⁵bɨ²¹ɕio⁵⁵lo⁴²			a⁵⁵mə²¹sɛ⁵⁵ji³³dɔ³³	a⁵⁵ŋ̩²¹ʂɛ˞⁵⁵ɣɨ²⁴du³³		a²⁴fio⁵³ɣɨ²⁴	a⁵⁵sɛ⁵⁵ɣɨ³³		a⁴⁴ŋ̩²¹ɕi⁴⁴ɣɨ³³do³³					vu²⁴sa³³	a⁵⁵m̩²¹sɛ⁵⁵ɣɨ²⁴		ɑ⁵⁵mu³¹ʃɿ⁴⁴kho⁵⁵							a³³mu⁵⁵ʂə³³ɣɤ³³ʈɐ³³	a⁵⁵mu²¹ɕe³³i²⁴				mo⁴⁴ʑe¹³mo²¹	a⁵⁵mu³³sa̱⁵⁵ʑi³³	si³³m̩²¹si³³lɯ³³	ha̱⁵⁵mu³³ʂi⁵⁵ʑi²¹	a⁵⁵mu³³sa̱⁵⁵ʑi³³	ɑ⁵⁵mɯ³³ʂɛ˞⁵⁵ʝi²¹	ɕe³³ʑi³³	mi³³se³³dʑo²¹ʑi²¹ndo³³	va̱²¹m̩⁵⁵ʂɛ³³ʑi³³	sɛ³³ji³³ɡuɛ³³	sɛ³³	va̱²¹mo²¹ɕi⁵⁵ʑi²¹	vɪ̱²¹mo²¹ʂɚ⁵⁵ʑi⁵⁵	le̱²¹gu̱²¹ɕi⁵⁵le̱²¹gu̱²¹mo²¹	si³³m̩²¹si³³lɯ³³		vɪ̠ɛ̠²¹mo²¹sᴇ⁵⁵ʑɿ⁵⁵	ᴀ²¹vi̠²¹si⁵⁵si⁵⁵mo²¹	sɪ³³sɪ³³	si³⁴si³³		sɪ³⁴sɪ³³	sɪ³⁴sɪ³³	sɪ²²sɪ²²			si³³m̩⁵⁵tɑ³³mɑ³³	mi³³ʨʰi³³χʌ⁴⁴ʑi²¹	ve̱⁵⁵mo̱³³tɕʰi³³zi̱³³	vɑ³³mɔ³³ʂɨ⁵⁵ʑi³¹ⁿdɔ³³	vi⁵⁵mʌ³³sɛ⁵⁵zi⁵⁵	vɛ³³pa⁵⁵ɕi²¹tɬa²¹	ve³³ma³³sa³³zɿ²¹	wa⁵³ma³³sɤ³⁵zɿ³¹	piŋ³³kaŋ⁵⁵	mɤ³³ȵi²¹tʂʰo⁵⁵
snow	雪	12	*wa²		*ɣwo¹	wa²	*ɣhuahB		va²	2	7	*l	xa³¹ŋe⁵⁵	xa⁴⁴ŋɛ⁵³	xa³¹dʑu³³	xɔ³¹	vᴀ⁵³mei¹¹	ɣɔ²¹		ɣu²¹	ɣu²¹	ɣʷo²¹	i²⁴fv̩²⁴/³³	va²¹	vɑ²¹	va²¹	ɣɔ²¹	va²¹	ɣɔ²¹	vo³³ɕɛ²¹	mi⁵⁵pʰu⁵⁵	vɑ²¹	wo²¹	vɑ²¹	va̤²¹	va²¹	vɐ²¹	va²¹	ɣʷo²¹	va²¹	uɑ³¹							ɣʊ²¹ko³³	wo²¹gu³³		vɑ³⁵	vɑ²¹	vɔ⁴⁴	vu³³	ɣo²¹	vo³³	vo³³	ɣo³³	vu³³	ɣu³³	ɣu³³	wu³³	ɣo³³	ɣo³³	ɣo³³	ɣo³³	vu³³	vu²¹mo²¹	ɣo³³		vo³³	vo³³	vo³³	vo³³	vo³³	vo²²	ɣo²¹	ɣo²¹	vɑ²¹	a⁴⁴ɣɔ²²	va²¹	vɑ³¹	va¹³	va³³	va²¹	xoa⁵⁵	va²¹	ɣo²¹
water	水	13	*re¹ ʔ-ɡrakH & *laŋ¹	336.1	*ɣri¹	rəy¹	*laŋA/*griA/*rhreA		ɣi¹	H	14	*ʔ-b	a³¹khe⁵⁵	v̩²¹tɕv̩⁴⁴	u⁵⁵tɕu̠³¹	v̩⁵⁵tʃhv̠³¹	i³⁵kᴀ⁵⁴	a⁵⁵na⁵⁵	ʔa⁵⁵ na⁵⁵	ʑi⁵⁵	ʑi⁵⁵	ɣɨ²⁴	ɣɨ²⁴	ɣɨ³³	ɣɨ⁵⁵	ɣɨ²⁴	ji²⁴	ɣɨ²⁴	ɣɨ²⁴		ɣɨ⁵⁵	ɣɨ⁵⁵	ɣɨ⁴⁴ / ɣɨ⁴⁵	ɣɨ⁵⁵	ɣɨ⁵⁵	ɣɨ⁵⁵	ɣɨɐ²⁴	ɣɨ²⁴	ɣɨ²⁴	ɣɨ⁵⁵	e⁴⁴dʒɛ⁴⁴	ɑ³³dʑæ³³	ʑi³³dʒɑ⁴⁴	ẽ⁴⁴dʒɛ⁴⁴	ʑi³³dʑɛ⁴⁴	ʑi³³	ʑi³³ / a³³dʑa³³	ʔɯ³³tʂɯ³³	e⁴⁵	a⁵⁵jiɛ³¹	ɣei³³	ɔ³³	ʑe¹³	ʑi²¹	ʑi³³	ʑi²¹	ʑi²¹	ʝi²¹	ʑi²¹	ʑi²¹	ʑi²¹	ʑi²¹	ʑi²¹	ʑi²¹	ʑi²¹	ʑi²¹	ʑi²¹	ʑɪ²¹ʥə²¹	zɿ²¹	ʑi²¹	ʑi³³	ʑɿ³³	ʑɿ³³, e²¹tʂhɿ⁵⁵	ʑi³³	ʑi³³	ʑi²²	ʑi³³	ʐi²²ʨɪ̠³³	ʐi³³	ʑi²¹	ʐi³³	ᵑkɑ̠³¹	i³¹ʥɛ¹³	ʑi²¹	i⁵⁵ʨɛ³³	ji³²³tɕa⁵³		ʑi²¹
fog	雾	14				dʑan¹, muŋ (PTB)		smoke ʔ-mu²	mu¹				tɕo⁵⁵xø³¹	tɕo⁴⁴xø³¹	dʑo³¹thɔ³¹	tʃɿ³¹xu³¹	mo³¹fi⁵⁴	pi²⁴kɔʔ⁴²		ti²¹mi⁵⁵	te²¹mi⁵⁵	a³⁵mv̩⁴¹mi³⁴dzɿ³³kʰv̩²¹	mu⁵⁵ɣɨ³³	mi⁵⁵kʰɔ̪³¹	mu⁵⁵ɣɨ³³	mɨ̃⁵⁵	mə²⁴ə²¹gə²¹	me⁴⁵gɨ²¹	mi²⁴zɿ³³	mə²⁴	mi⁵⁵kɨ²¹		mɨ⁴⁴ɣɨ³³	tsʰɑ²¹mu⁵⁵	mu⁵⁵ɣɨ³³	mu⁵⁵ɣɨ³³	mu⁵⁵ɣɨ³³	ti²⁴kv̩²¹	nɛ⁵⁵mɨ²¹kʰɨ²¹	mu⁵⁵ɣɨ³³	ko⁵⁵tse⁵⁵							mu³³xɯ⁵⁵	me³³				mo²¹mu⁵³	ȵi̱⁵⁵	no³³fu⁵⁵	mu³³ŋe̱⁵⁵	ȵi̱⁵⁵ʑo̱³³	mɯ³³nɯ⁵⁵	mu³³nɒ¹³	mi³³nɤ¹³	ni³³tɯ̱²¹	bɯ²¹ko⁵⁵kʰə⁵⁵	mu³³zi⁵⁵	a⁵⁵nɤ⁵⁵	a⁵⁵nu⁵⁵	a⁵⁵nɯ⁵⁵	nɯ³³fɯ³³		ᴀ⁵⁵nɯ⁵⁵		m̩³³ho̱⁵⁵	mu³³hɔ⁵⁵		m̩³³ȵo̱⁵⁵	m̩³³ho̱⁵⁵	m̩²²ho̱²⁵			n̩⁵⁵ɣɯ³³	nɔ⁴⁴fɔ⁴⁴	vu³³	ɑ⁵⁵ȵɯ⁵⁵	ȵi⁵⁵fɯ⁵⁵	mɯ²¹ȵɛ²¹ʦʰu⁵⁵	mi⁵⁵fɯ³³	o³⁵lo³⁵	tɕo²¹ku³³	mɤ⁵⁵kʰɤ³³lɤ²¹
frost	霜	15					*ŋ̊hanA		ʔni¹pʰu¹				tʃhɤ⁵⁵xa³¹	ŋɛ³³ȵø⁴⁴	xa³¹ɲe⁵⁵	ȵi⁵⁵	ᴀ³³ŋə³³	ɲi⁵⁵		a⁵⁵ʑi⁵⁵tʂa⁵⁵	ȵi⁵⁵	ji³⁵pʰᶠv˞̩⁵⁵	i²⁴fv̩²⁴/³³	i⁵⁵fv̩³³	tɕy²¹ɕy⁵⁵	ə̃⁵⁵xə̃⁵⁵	i⁵⁵fɤ̪⁵⁵	ʔŋ̩⁵⁵fv̩⁵⁵	i²⁴fv̩⁵⁵	mi²⁴pʰv̩²⁴	mi⁵⁵pʰu⁵⁵	n̩⁵⁵fv̩⁵⁵		m̩⁵⁵fv̩⁵⁵	i⁵⁵fv̩⁵⁵	ɛ⁵⁵fv̩⁵⁵	ni⁵⁵kʰv̩⁵⁵	ni⁵⁵fv̩²⁴/³³	ni⁴⁵pʰv̩³³	i⁵⁵fv̩⁵⁵	ɲi⁴⁴							ȵi³³pʰu³³	ni³⁵pʰu³³				ȵɔ¹³	vɤ³³ȵe³³	ȵɪ³³	ŋe³³	vɤ³³ȵe³³	ȵi³³	ȵi³³	ȵi¹³be⁵⁵	nɪ³³		ȵɪ⁵⁴	ȵe⁵⁵	ȵɪ⁵⁵	ȵe⁵⁵	ȵe³³		niɛ⁵⁵		hɪ³³tɕʰu³³	hi³³tɕhu³³		vo³³ȵi³³	hɪ³³tɕʰu³³	hɪ²²tɕʰu²²			ŋɪ⁴⁴	ȵy⁴⁴	ni³³	ȵi⁵⁵	ȵi⁵⁵	ȵɛ³³	ʔȵi³³	mi³³sa³⁵		ȵi³³
dew	露	16				ʔ-dzi²	*tʃuihB/*ŋ̊anA		kjy²				tʃhɤ⁵⁵xa³¹	tsʰɯ⁴⁴xa³¹	tshi³¹xa³¹	pi³¹xɔ³¹	tsi³¹ɣə³¹	kɔ̠²¹tsɿ³³		tʂɯ²¹ʑi⁵⁵	tʂu²¹	tɕy²¹ɣɨ²⁴	tɕy²¹ɣɨ²⁴	lu³³suei²¹	tɕy²¹	tsɿ²¹	tsə²¹ji²⁴	tʃɨ²¹ɣɨ²⁴	tɕu²¹tsʰɿ²¹	tsɿ²¹ɣɨ²⁴	tsɿ²¹ɣɨ⁵⁵	tɕy²¹	tɕy⁵⁵	tɕy²¹	ky̤²¹	tɕy²¹	tɕy²¹ɣɨ²⁴	tɕy²¹	tɕy²¹	tɕy²¹	tʃi⁵⁵ʒi³³					tʂə⁵⁵	tsɿ⁵⁵	tʂʅ⁵⁵ʔɯ³³	tʂʅ⁵⁵i²⁴	tsi⁵¹			ʑe¹³pi¹³u¹³	tʂi⁵⁵ʑi²¹	tʂi⁵⁵	tɕu⁵⁵	tʂi⁵⁵	tʂʅ⁵⁵ʝi²¹	tsi⁵⁵	tʂy⁵⁵ʑi²¹	tɕi³³ʑi³³	tsɿ¹³ʑi²¹	tsɯ⁵⁵	tsɤ²¹ʑi²¹	tʂɤ²¹	tsɤ²¹ʑi²¹	ʑe²¹tʂi²¹		tʂɤ²¹		tʂɯ̱⁵⁵	tʂɯ⁵⁵ʑɿ³³		tʂɯ̱⁵⁵	tʂɯ̱⁵⁵	tʂɯ̱²⁵			tʂi⁵⁵ʐi³³	ʦi̠⁴⁵ʑi²¹	tʂi³³	ʨi̠²³ʑi̠²³	m̩³¹nʌ⁵⁵ʐi³¹	ʨi²¹ɕi³³	ʦə³³zɿ²¹	tsɛ⁵⁵ji³²³		tʂo⁵⁵ʑi²¹
hail	雹 (雹暴)	17	*wa²	325					ʔlo̠Hha¹				phu⁵⁵lu³³	xu⁴⁴lu³¹/xu⁴⁴lu³¹a²¹sɿ⁴⁴	xɔ⁵⁵lu³³	xɯ⁵⁵ɕi³¹	vᴀ⁵³si¹¹	tsɔ̠³¹pu̠⁴⁴tsɿ³³		ɣu²¹lo³³tʂʰɯ⁵⁵	lo³³hu⁵⁵	ɣʷo²¹sɛ˞²¹	i²⁴fv̩³³qʰɑ³³	va²¹	lo̠³³hɑ⁵⁵	lo̠³³bo̠³³	tsa⁵⁵bu⁵⁵lu⁵⁵	zɔ⁵⁵bɔ⁵⁵	dzu⁵⁵bu⁵⁵	vo²¹pʰoŋ⁵³	ko²¹sɛ²¹	vɑ²¹lo̠³³	wo²¹lo³³tɕʰi⁴⁴	vɑ²¹lo̠³³	ʔlo³³ha⁵⁵	ʔlo³³ha⁵⁵	lõ⁴⁴hã⁴⁴	lv̩³³	ɣʷo²²tɛ³³	ʔlo³³ha⁵⁵	uɑ³¹lu⁵⁵bo⁴⁴							ʔu²¹lu²¹tʂʅ³³	o³³lo²¹tɕʰɛ⁵⁵sɛ²¹				fa²¹a¹³	vɤ²¹lu̱²¹	lo³³xo³³	vo²¹lo²¹	vɤ²¹lo̱²¹	u²¹lu²¹	vu³³lo²¹	ɣu³³le²¹	lo²¹hu³³	ni⁵⁵m ə²¹dʑi²¹	lo³³ho³³	lu³³tɕʰe²¹	lu³³tɕʰɪ²¹	lo³³tɕʰe²¹mo²¹	mo³³ho³³sɛ³³		lu̠³³tɕhiɛ²¹		dzɪ³³	dzi³³sɿ³³/dzi³³		vo³³lo³³	dzɪ³³	dzɪ²²			hɑ³³si²¹mɑ³³		va²¹mo̱³³lɯ̱²¹					xoa⁵⁵tɛ³³lɛ³³		lo³³ha³³
earth	地 (大地/草地)	18	*ʔ-mre¹ tsa²	323	*mri¹		*m̥hreA		ʔmi¹di²	1	17	*ʔm	mi³¹tsha⁵⁵	mi²¹tsʰa⁴⁴	mi⁵⁵tsha³¹	mɛ⁵⁵tshɔ³¹	mi³¹kɯ³¹	mi²⁴tv̩˞²¹	mɨ̪⁵⁵ dɤ²¹	mi⁵⁵	mi⁵⁵	n̩³⁵³di²¹	mv̩⁵⁵di²¹	ai³³tsʰɿ²¹bə³³	mi⁵⁵	mi²⁴di²¹	mi²⁴	mi²⁴bɛ˞²⁴	m̩⁵⁵tɕi²¹, n̩̩⁵⁵tɕi²¹	mi²⁴kʰa²¹	mi⁵⁵mo³³loʔ³³	mi⁵⁵	di⁴⁴mi⁴⁴	mi⁵⁵	mi⁵⁵	mi⁵⁵ti³³	miɛ²⁴; my²⁴	mi²⁴di²¹	m̩²⁴di²¹	mi⁵⁵	mi⁴⁴nɛ⁴⁴	mi³³næ³³	hɑ³³mi³³	hɑ³³mi³³	mi⁴⁴nɛ⁴⁴; mi³³do³¹			mɪ³³lɔ³³	mi²⁴di²¹		nei⁵⁵	mie¹³	me¹³	mi³³	mi³³	mi³³	mi³³	mi³³	mi³³	mi¹³	mi³³	m i³³	mi⁵⁴	mi⁵⁵	mi⁵⁵	mi⁵⁵	mi³³	mɪ⁴⁴	mi⁵⁵	mi⁵⁵xo³³	m̩³³dɯ³³	mu³⁴dɯ³³	mu⁴⁴dɯ³³	m̩³³dɯ³³	m̩³⁴dɯ³³	m̩²²dɯ²²	mi³³dɯ²¹	mɪ³³	mi⁴⁴		mi³³					ʈi³⁵	mə³³tsʰa³³	mi²¹
soil; dirt	土(干) (土壤)	19					*tshaihB/*m̥hreA		e²tsʰi²				xa³¹tsha⁵⁵	mi²¹tsʰa⁴⁴/xa²¹tsʰa⁴⁴	mi⁵⁵tsha³¹	mɛ⁵⁵tshɔ³¹	dze²¹	a²¹ɕo²¹	ʔni̠²¹	ȵi̱²¹tʰɑ³³	ȵi̱²¹pu̪³³	ai²¹tsʰɿ²¹	e⁵³tsʰɿ²¹	mi³³	i²¹tsʰɿ²¹	n̩²¹tsʰɿ²¹	ei²¹tɕʰi²¹	ʔn̩²¹tsʰɿ²¹	i⁵⁵tsʰɿ²¹	i²⁴tɕʰi²¹	n̩²¹tɕʰi²¹na̠³³	n̩⁵⁵tsʰɿ²¹	i⁵⁵tsʰɿ²¹	n⁵⁵tsʰɿ²¹	i²¹tsʰɿ²¹	i⁵⁵tsʰɿ²¹	ni⁵⁵tsʰɿ²¹	i²¹tsʰɿ²¹	ai²¹tsʰɿ²¹	e²¹tsʰɿ²¹	ni⁵⁵he³¹							ɲɪ⁵⁵tɕi⁵⁵					mi⁵³e¹³	ȵi̱⁵⁵	ni̱²¹na̱³³	ȵi⁵⁵pʰi³³	ȵi̱⁵⁵	ȵe̠⁵⁵	ȵe¹³mu⁵⁵	mi¹³mi⁵⁵	ni̱²¹m̩⁵⁵	niɛ¹³m o⁵⁵	ȵi²mu⁵⁵	ȵɪ̱²¹ma⁵⁵	nɪ̱²¹ma⁵⁵fɚ̱²¹	nɪ̱²¹me̱²¹mi⁵⁵	ȵi̱⁵⁵tʂʰi²¹		mi⁵⁵xo³³	ȵe̠²¹tsʰɤ³³	tsa³³	tsɑ³³		tsa³³	tsa³³	tsa²²			ni⁵⁵nɑ³³		ni̱⁵⁵mo̱³³					ni³¹	naŋ³³kʰe³³	kʰɑ³³xa³³ʑɤ²¹
mud	泥(巴)	20	*(m)-catH/L & *ʔputL/poŋ²	335			*ŋ̊lonA		e²haŋ²				xa⁵⁵be³¹	xa²¹tsʰa⁴⁴	lɔ³³bje³³	mɛ⁵⁵tɕhi̠³³	dze²¹ne⁵⁴	sʷɛ̠²¹nɛ̠²¹	pua²¹ tsʰɿ²¹	ȵi̱²¹ʑi⁵⁵	ȵi̱²¹tsʰi²¹	ɣɨ³⁵tsʰɿ²¹ha²¹	e⁵³tsʰɿ²¹hõ²¹	ai³³tsʰɿ²¹la⁵³	ɣɨ⁵⁵tsʰɿ²¹	n̩²¹tsʰɿ²¹hu²¹	ei²¹tɕʰi²¹	ʔn̩²¹tsʰɿ²¹nɛ³³tɕi³³	i⁵⁵tsʰɿ²¹ha²¹	i²⁴tɕʰi²¹na̠ʔ²¹	u³³na̠³³	ũ⁵⁵hu²¹bia²¹	i⁵⁵tsʰɿ²¹nɛ³³bi³³	n̩⁵⁵hu²¹	i²¹hə²¹	i⁵⁵hu²¹		i²¹tsʰɿ²¹	ɣɨ²⁴tsʰɿ²¹	iɛ²¹tsʰɿ²¹	ni⁵⁵dzɿ³¹							ɲɪ⁵⁵tɕi⁵⁵nɐ⁵⁵	la³³pa³³				mi⁵³e¹³bi⁴⁴e⁴⁴	ȵi̱⁵⁵ɳɚ̱²¹	ni̱²¹po³³	ȵi̱⁵⁵ȵɚ̱²¹	ȵi̱⁵⁵nɚ̱²¹	ȵe̠⁵⁵ȵɛ˞³³	ȵe¹³ʈi⁵⁵	si⁵⁵tɤ³³	ni̱²¹tɬi⁵⁵	niɛ¹³tɛ³³	ȵi²mu⁵⁵	ȵɪ̱²¹nɛ³³	nɪ̱²¹nɚ̱³³	nɪ̱²¹na³³	ȵi̱⁵⁵nɛ²¹		ni̠ɛ²¹mᴀ⁵⁵	ȵe̠²¹nᴀ̠³³	pa²¹ne²¹	pɑ²¹ne²¹		si³³tɕo³³	pa²¹ne²¹	pa⁴²ne⁴²			ni⁵⁵ho²¹	ni⁴⁴na³³ʑa³³tɬa³³	ni̱⁵⁵xo̱²¹	nɛ³¹ʨʰɑ³¹	la¹³ȵi³¹	la⁵⁵tʰjɛ²¹	a⁵⁵ʦʰɔ⁵⁵	ni³¹		kʰa³³xa³³pɛ³³nɛ³³
river	河	21	*laŋ¹	314			*laŋA/*khruŋhB		ɣi¹dzaŋ²	1	7	*l	lo³¹ba⁵⁵	lo²¹pa⁴⁴	lo⁵⁵ba³¹	lu⁵⁵pɔ³¹	lɔ³¹	a⁵⁵na⁵⁵kv̩˞⁵⁵	zɿ²¹ mu³³	lɑ⁵⁵tʂʰɑ²¹	ʑi⁵⁵bu²¹	ɣɨ³⁵dʐa²¹		ɣɨ⁵⁵xo³¹		ɣɨ²⁴dzu²¹		ɣɨ²⁴dza²¹		ɣɨ²⁴mo³³	ɣɨ⁵⁵dza²¹	ɣɨ⁵⁵dzu²¹	ɣɨ⁴⁴dza²¹	ɣɨ⁵⁵dzu²¹			ɣɨ⁵⁵kʰɛ²¹bɐ²¹				e³¹mɑ³³							lɔ³³tʂɔ⁵⁵	i²⁴dʐo²¹				la²¹n̩²¹	ʑi²¹dʐɒ⁵⁵	ʑi³³mo³³	ʑi²¹mo̱²¹	ʑi²¹bu³³		ʑi²¹mo²¹	ʑi²¹mo²¹	ʑi²¹bo²¹	ʑi²¹zɿ²¹	ʑi²¹mo²¹	ʑi²¹ȵi⁵⁵mo²¹	la³³mo²¹	la³³mo²¹	ʑi²¹bɤ²¹		lᴀ³³	ʑi²¹bɤ²¹mo²¹	ʑi²¹mo²¹	ʑɿ²¹mo²¹		ʑi²¹mo²¹	ʑi²¹mo²¹	ʑi⁴²mo⁴²			bɪ²¹ʐi³³	ʑi²¹pœ²¹	ʐi³³ʂa̱²¹	lɛ³¹ʂɨ³³mɔ̠²³	ʐi³¹za³³	ʑi²¹ma²¹ma²¹	zɿ²¹bo²¹	tɕha³³kɣ²⁴		da⁵⁵ku³³
ditch	沟	22							ɣi¹kʰa²				ɯ⁵⁵ga⁵⁵	lo³³ka⁴⁴	lo⁵⁵ga⁵⁵	lu⁵⁵ka³³	ɣɯ³¹qhᴀ⁵³	kv̩˞⁵⁵kɔ⁵⁵		ʑi⁵⁵kʰu²¹	zi⁵⁵tɕʰy²¹	ɣɨ³⁵kʰo²¹	ɣɨ²⁴qʰɑ²¹	wv̩³³kv̩³³	ɣɨ⁵⁵kʰɑ²¹	ɣɨ²⁴kʰa²¹	ji²⁴kʰa²¹	ɣɨ²⁴kʰua²¹	ɣɨ²⁴kʰɔ²¹	o²⁴kʰo²¹	ɣɨ⁵⁵kʰo²¹	ɣɨ⁵⁵kʰɑ̥²¹	ɣɨ⁴⁴kʰu²¹	ɣɨ²⁴kʰɑ²¹	ɣɨ⁵⁵kʰḁ²¹	ɣɨ⁵⁵kʰḁ²¹	ɣɨ²⁴kʰa²¹	ɣɨ²⁴kʰa²¹	ɣɨ²⁴kʰo²¹	ɣɨ⁵⁵kʰɑ̥²¹	e⁴⁴khua³¹tʃɯ³⁵							lɔ³³kʰu⁵⁵	i²⁴kʰu²¹				ʑe¹³ka¹³	ʑi²¹ɬu³³	ʑi³³tʂo³³	ʑi²¹ɬo³³	ʑi²¹ɬo³³	ʝi²¹ɬo³³	tɕɔ³³lɔ³³	ʑi²¹dʑo²¹	ʑi²¹dʑu²¹		ʑi²¹ɬu³³	ʑi²¹tʰo³³	ʑi²¹tʰo³³	ʑi²¹tʰo³³	ʑi²¹tʂo³³		zɿ²¹tho³³	ʑi²¹ɬo³³	ʑi³³ga³³	ʑɿ³³ɡɑ³³		ʑi³³ga³³	ʑi³³ga³³	ʑi²²ga²²			ʐi³³kɑ³³	ʑi²¹ʦɔ²¹	ʐi³³ʂa̱²¹	ᵑkɑ̠³¹ɬɑ³¹	ʐi³¹ʦʰɯ³³	ʑi²¹ka¹³	i⁵⁵ʨɛ³³ʣa²¹	tɕha³¹za³¹	ɣə³³kʰa³³	ʑi⁵⁵kʰɤ²¹
